slug,path,topic,cluster,publish_date,last_updated,last_validation,affiliate_products,traffic_estimate,status,word_count,readability,broken_links,missing_schema,missing_disclosure,missing_cta,pricing_signal,version_signal,duplicate_competitors_detected,reasons
elevenlabs-pricing,D:\AFFILATE BOT\site_output\elevenlabs-pricing\index.html,Pricing ElevenLabs: những điểm cần kiểm tra trước khi mua,pricing,2026-07-06,2026-07-06,2026-07-06,elevenlabs,0,Broken,996,60.03,1,False,False,True,True,False,True,broken links detected
email-capture-setup,D:\AFFILATE BOT\site_output\email-capture-setup\index.html,Email Capture Setup,general,2026-06-14,2026-06-14,2026-06-14,,0,Broken,948,54.61,1,False,False,True,False,False,True,broken links detected
email-marketing-alternatives,D:\AFFILATE BOT\site_output\email-marketing-alternatives\index.html,Best Email Marketing Alternatives for 2026,general,2026-07-06,2026-07-06,2026-07-06,activecampaign; adcreative-ai,0,Broken,1793,54.9,1,False,False,False,False,False,True,broken links detected
email-marketing-software-review,D:\AFFILATE BOT\site_output\email-marketing-software-review\index.html,Email Marketing Software Review: Research-Style Review for 2026,review,2026-06-14,2026-06-14,2026-06-14,activecampaign; adcreative-ai,0,Broken,1891,55.1,1,False,False,False,False,False,False,broken links detected
facebook-test,D:\AFFILATE BOT\site_output\facebook-test\index.html,Facebook Browser Test,general,2026-07-06,2026-07-06,2026-07-06,,0,Broken,654,47.14,1,False,False,True,False,False,True,broken links detected
fathom-analytics-review-2026,D:\AFFILATE BOT\site_output\fathom-analytics-review-2026\index.html,"Fathom Analytics Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,6076,54.3,2,False,False,True,True,False,True,broken links detected
formspree-setup,D:\AFFILATE BOT\site_output\formspree-setup\index.html,Formspree Setup for the AI Coding Checklist,general,2026-06-14,2026-06-14,2026-06-14,,0,Broken,880,57.46,1,False,False,True,False,False,False,broken links detected
framer,D:\AFFILATE BOT\site_output\framer\index.html,Framer Review,general,2026-06-02,2026-06-02,2026-06-02,framer,0,Broken,2064,57.52,1,False,False,False,False,False,True,broken links detected
frase,D:\AFFILATE BOT\site_output\frase\index.html,Frase Review,general,2026-06-02,2026-06-02,2026-06-02,frase,0,Broken,2074,58.8,1,False,False,False,False,False,True,broken links detected
free-ai-coding-workflow-checklist,D:\AFFILATE BOT\site_output\free-ai-coding-workflow-checklist\index.html,My AI Coding Workflow: Windsurf → Codex → Cursor → GitHub Pages,general,2026-06-14,2026-06-14,2026-06-14,Cursor; Windsurf; Codex,0,Broken,902,54.72,1,False,False,True,False,False,False,broken links detected
gamma,D:\AFFILATE BOT\site_output\gamma\index.html,Gamma Review,general,2026-06-02,2026-06-02,2026-06-02,gamma,0,Broken,2120,58.34,1,False,False,False,False,False,True,broken links detected
gemini,D:\AFFILATE BOT\site_output\gemini\index.html,Gemini Review,general,2026-06-02,2026-06-02,2026-06-02,gemini,0,Broken,2060,58.08,1,False,False,False,False,False,True,broken links detected
getresponse-review-2026,D:\AFFILATE BOT\site_output\getresponse-review-2026\index.html,GetResponse Review 2026,review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2417,49.98,3,False,False,True,False,False,False,broken links detected
github-copilot,D:\AFFILATE BOT\site_output\github-copilot\index.html,GitHub Copilot Review,general,2026-06-02,2026-06-02,2026-06-02,github-copilot; GitHub Copilot,0,Broken,2098,57.79,1,False,False,False,False,False,True,broken links detected
github-copilot-pricing,D:\AFFILATE BOT\site_output\github-copilot-pricing\index.html,Pricing GitHub Copilot: những điểm cần kiểm tra trước khi mua,pricing,2026-07-06,2026-07-06,2026-07-06,github-copilot; GitHub Copilot,0,Broken,1035,60.11,1,False,False,True,True,False,True,broken links detected
grammarly-review-2026,D:\AFFILATE BOT\site_output\grammarly-review-2026\index.html,Grammarly Review 2026,review,2026-06-16,2026-06-16,2026-06-16,Grammarly,0,Broken,2414,50.32,3,False,False,True,False,False,False,broken links detected
hidden-ai-infrastructure-companies-2026,D:\AFFILATE BOT\site_output\hidden-ai-infrastructure-companies-2026\index.html,8 AI Infrastructure Companies Quietly Powering the AI Boom in 2026,general,2026-06-10,2026-06-10,2026-06-10,,0,Broken,2668,49.77,1,False,False,True,False,False,False,broken links detected
hostinger-website-builder-review-2026,D:\AFFILATE BOT\site_output\hostinger-website-builder-review-2026\index.html,Hostinger Website Builder Review 2026,review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2546,46.85,1,False,False,True,False,False,False,broken links detected
how-we-review-tools,D:\AFFILATE BOT\site_output\how-we-review-tools\index.html,How We Review Tools,review,2026-06-02,2026-06-02,2026-06-02,,0,Broken,776,50.77,1,False,False,True,False,False,False,broken links detected
hub/ai-automation,D:\AFFILATE BOT\site_output\hub\ai-automation\index.html,AI Automation Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,make; zapier,0,Broken,1439,51.07,1,False,False,False,False,False,False,broken links detected
hub/ai-coding,D:\AFFILATE BOT\site_output\hub\ai-coding\index.html,AI Coding Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,github-copilot; windsurf; cursor,0,Broken,1520,51.71,1,False,False,False,False,False,False,broken links detected
hub/ai-presentation,D:\AFFILATE BOT\site_output\hub\ai-presentation\index.html,AI Presentation Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,gamma; canva,0,Broken,1397,51.95,1,False,False,False,False,False,False,broken links detected
hub/ai-seo,D:\AFFILATE BOT\site_output\hub\ai-seo\index.html,AI SEO Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,surfer-seo; semrush; semrush-ai; ahrefs-ai; frase,0,Broken,1516,51.74,2,False,False,False,False,False,False,broken links detected
hub/ai-video,D:\AFFILATE BOT\site_output\hub\ai-video\index.html,AI Video Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,synthesia; runway; descript,0,Broken,1408,51.3,1,False,False,False,False,False,False,broken links detected
hub/ai-voice,D:\AFFILATE BOT\site_output\hub\ai-voice\index.html,AI Voice Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,elevenlabs,0,Broken,1401,50.72,1,False,False,False,False,False,False,broken links detected
hub/ai-writing,D:\AFFILATE BOT\site_output\hub\ai-writing\index.html,AI Writing Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,claude; chatgpt; notion-ai; jasper-ai; jasper; notion; copy-ai,0,Broken,1540,54.08,1,False,False,False,False,False,False,broken links detected
hub/crm,D:\AFFILATE BOT\site_output\hub\crm\index.html,CRM Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,hubspot; pipedrive-crm; pipedrive,0,Broken,1396,51.92,1,False,False,False,False,False,False,broken links detected
hub/email-marketing,D:\AFFILATE BOT\site_output\hub\email-marketing\index.html,Email Marketing Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,activecampaign; make; zapier; adcreative-ai,0,Broken,1454,50.22,1,False,False,False,False,False,True,broken links detected
hub/marketing,D:\AFFILATE BOT\site_output\hub\marketing\index.html,AI Marketing Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,activecampaign; surfer-seo; semrush; hubspot; semrush-ai; ahrefs-ai; frase; adcreative-ai,0,Broken,1538,51.27,1,False,False,False,False,False,True,broken links detected
hub/productivity,D:\AFFILATE BOT\site_output\hub\productivity\index.html,AI Productivity Tools Hub,hub,2026-07-06,2026-07-06,2026-07-06,reclaim-ai; notion-ai; gamma; notion,0,Broken,1447,51.03,2,False,False,False,False,False,False,broken links detected
hub/website-builders,D:\AFFILATE BOT\site_output\hub\website-builders\index.html,Website Builders Hub,hub,2026-07-06,2026-07-06,2026-07-06,bolt; webflow-ai; webflow; lovable; framer; durable,0,Broken,1466,50.0,1,False,False,False,False,False,True,broken links detected
hubs,D:\AFFILATE BOT\site_output\hubs\index.html,Hubs,general,2026-07-06,2026-07-06,2026-07-06,,0,Broken,1213,53.73,1,False,False,True,False,False,False,broken links detected
hubspot,D:\AFFILATE BOT\site_output\hubspot\index.html,HubSpot Review,general,2026-06-02,2026-06-02,2026-06-02,hubspot,0,Broken,2052,58.08,1,False,False,False,False,False,True,broken links detected
hubspot-review-2026,D:\AFFILATE BOT\site_output\hubspot-review-2026\index.html,"HubSpot Review 2026: CRM, Marketing Hub, Pricing, Pros and Cons",review,2026-06-16,2026-06-16,2026-06-16,HubSpot,0,Broken,2086,50.7,1,False,False,True,True,False,False,broken links detected
jasper,D:\AFFILATE BOT\site_output\jasper\index.html,Jasper Review,general,2026-06-02,2026-06-02,2026-06-02,jasper-ai; Jasper,0,Broken,2076,58.94,1,False,False,False,False,False,True,broken links detected
jasper-ai,D:\AFFILATE BOT\site_output\jasper-ai\index.html,Jasper AI Review,general,2026-06-02,2026-06-02,2026-06-02,jasper-ai; Jasper AI; Jasper,0,Broken,2100,58.92,1,False,False,False,False,False,True,broken links detected
jasper-ai-review-2026,D:\AFFILATE BOT\site_output\jasper-ai-review-2026\index.html,"Jasper AI Review 2026: AI Writing, Brand Voice, Pricing and Alternatives",review,2026-06-16,2026-06-16,2026-06-16,Jasper AI; Jasper,0,Broken,2081,52.71,1,False,False,True,True,False,False,broken links detected
jasper-pricing,D:\AFFILATE BOT\site_output\jasper-pricing\index.html,Pricing Jasper: những điểm cần kiểm tra trước khi mua,pricing,2026-07-06,2026-07-06,2026-07-06,jasper-ai; Jasper,0,Broken,1001,62.34,1,False,False,True,True,False,True,broken links detected
keysearch-review-2026,D:\AFFILATE BOT\site_output\keysearch-review-2026\index.html,"KeySearch Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,5987,54.7,3,False,False,True,True,False,True,broken links detected
kilocode-review-2026,D:\AFFILATE BOT\site_output\kilocode-review-2026\index.html,Kilo Code Review 2026,review,2026-07-06,2026-06-19,2026-06-19,kilocode; Kilo Code,0,Broken,1879,57.25,13,False,False,True,False,False,False,broken links detected
leadpages-review-2026,D:\AFFILATE BOT\site_output\leadpages-review-2026\index.html,"Leadpages Review 2026: Landing Pages, Lead Capture, Pricing and Alternatives",review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2076,50.86,1,False,False,True,True,False,False,broken links detected
link-whisper-review-2026,D:\AFFILATE BOT\site_output\link-whisper-review-2026\index.html,"Link Whisper Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,6074,55.07,3,False,False,True,True,False,False,broken links detected
lovable,D:\AFFILATE BOT\site_output\lovable\index.html,Lovable Review,general,2026-06-02,2026-06-02,2026-06-02,lovable,0,Broken,2083,57.23,1,False,False,False,False,False,True,broken links detected
lowfruits-review-2026,D:\AFFILATE BOT\site_output\lowfruits-review-2026\index.html,"LowFruits Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,6037,54.3,3,False,False,True,True,False,True,broken links detected
mailerlite-review-2026,D:\AFFILATE BOT\site_output\mailerlite-review-2026\index.html,MailerLite Review 2026,review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2384,51.06,3,False,False,True,False,False,False,broken links detected
make,D:\AFFILATE BOT\site_output\make\index.html,Make Review,general,2026-06-02,2026-06-02,2026-06-02,make,0,Broken,2050,58.19,1,False,False,False,False,False,True,broken links detected
make-pricing,D:\AFFILATE BOT\site_output\make-pricing\index.html,Pricing Make: những điểm cần kiểm tra trước khi mua,pricing,2026-07-06,2026-07-06,2026-07-06,make,0,Broken,994,60.95,1,False,False,True,True,False,True,broken links detected
mangools-review-2026,D:\AFFILATE BOT\site_output\mangools-review-2026\index.html,Mangools Review 2026,review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2450,50.83,3,False,False,True,False,False,False,broken links detected
marketing-alternatives,D:\AFFILATE BOT\site_output\marketing-alternatives\index.html,Best Marketing Alternatives for 2026,general,2026-07-06,2026-07-06,2026-07-06,activecampaign; adcreative-ai,0,Broken,1743,54.84,1,False,False,False,False,False,True,broken links detected
media-kit,D:\AFFILATE BOT\site_output\media-kit\index.html,Media Kit,general,2026-06-02,2026-06-02,2026-06-02,,0,Broken,636,48.9,1,False,False,True,False,False,True,broken links detected
midjourney,D:\AFFILATE BOT\site_output\midjourney\index.html,Midjourney Review,general,2026-06-02,2026-06-02,2026-06-02,midjourney,0,Broken,2066,57.92,1,False,False,False,False,False,True,broken links detected
moz-review-2026,D:\AFFILATE BOT\site_output\moz-review-2026\index.html,"Moz Review 2026: SEO Features, Pricing, Pros, Cons and Alternatives",review,2026-06-16,2026-06-16,2026-06-16,,0,Broken,2064,52.01,2,False,False,True,True,False,False,broken links detected
neuronwriter-review-2026,D:\AFFILATE BOT\site_output\neuronwriter-review-2026\index.html,"NeuronWriter Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,6005,54.54,3,False,False,True,True,False,True,broken links detected
notion,D:\AFFILATE BOT\site_output\notion\index.html,Notion Review,general,2026-06-02,2026-06-02,2026-06-02,notion,0,Broken,2037,57.8,1,False,False,False,False,False,True,broken links detected
notion-ai,D:\AFFILATE BOT\site_output\notion-ai\index.html,Notion AI Review,general,2026-06-02,2026-06-02,2026-06-02,notion-ai; Notion; Notion AI,0,Broken,2071,57.85,1,False,False,False,False,False,True,broken links detected
perplexity,D:\AFFILATE BOT\site_output\perplexity\index.html,Perplexity Review,general,2026-06-02,2026-06-02,2026-06-02,perplexity,0,Broken,2060,57.68,1,False,False,False,False,False,True,broken links detected
pipedrive,D:\AFFILATE BOT\site_output\pipedrive\index.html,Pipedrive Review,general,2026-06-02,2026-06-02,2026-06-02,pipedrive-crm; Pipedrive,0,Broken,2046,57.99,1,False,False,False,False,False,True,broken links detected
pipedrive-crm,D:\AFFILATE BOT\site_output\pipedrive-crm\index.html,Pipedrive CRM Review,general,2026-06-02,2026-06-02,2026-06-02,pipedrive-crm; Pipedrive CRM; Pipedrive,0,Broken,2121,58.23,1,False,False,False,False,False,True,broken links detected
plausible-analytics-review-2026,D:\AFFILATE BOT\site_output\plausible-analytics-review-2026\index.html,"Plausible Analytics Review 2026: Features, Pricing, Pros, Cons & Alternatives",review,2026-06-13,2026-06-13,2026-06-13,,0,Broken,6070,53.66,2,False,False,True,True,False,True,broken links detected
pricing,D:\AFFILATE BOT\site_output\pricing\index.html,Pricing Guides,pricing,2026-06-02,2026-06-02,2026-06-02,cursor,0,Broken,861,51.76,1,False,False,False,True,False,False,broken links detected
pricing/activecampaign,D:\AFFILATE BOT\site_output\pricing\activecampaign\index.html,ActiveCampaign Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,activecampaign,0,Broken,2134,55.55,1,False,False,False,True,False,False,broken links detected
pricing/canva,D:\AFFILATE BOT\site_output\pricing\canva\index.html,Canva Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,canva,0,Broken,2153,56.32,1,False,False,False,True,False,False,broken links detected
pricing/cursor,D:\AFFILATE BOT\site_output\pricing\cursor\index.html,Cursor Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,cursor,0,Broken,2153,55.53,1,False,False,False,True,False,False,broken links detected
pricing/github-copilot,D:\AFFILATE BOT\site_output\pricing\github-copilot\index.html,GitHub Copilot Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,github-copilot; GitHub Copilot,0,Broken,2172,54.97,1,False,False,False,True,False,False,broken links detected
pricing/grammarly,D:\AFFILATE BOT\site_output\pricing\grammarly\index.html,Grammarly Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,grammarly,0,Broken,2136,55.08,2,False,False,False,True,False,False,broken links detected
pricing/mailchimp,D:\AFFILATE BOT\site_output\pricing\mailchimp\index.html,Mailchimp Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,mailchimp,0,Broken,2124,55.24,2,False,False,False,True,False,False,broken links detected
pricing/make,D:\AFFILATE BOT\site_output\pricing\make\index.html,Make Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,make,0,Broken,2107,55.86,1,False,False,False,True,False,False,broken links detected
pricing/pictory,D:\AFFILATE BOT\site_output\pricing\pictory\index.html,Pictory Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,pictory,0,Broken,2137,55.47,2,False,False,False,True,False,False,broken links detected
pricing/semrush,D:\AFFILATE BOT\site_output\pricing\semrush\index.html,Semrush Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,semrush,0,Broken,2130,55.7,1,False,False,False,True,False,False,broken links detected
pricing/surfer-seo,D:\AFFILATE BOT\site_output\pricing\surfer-seo\index.html,Surfer SEO Pricing 2026,pricing,2026-06-08,2026-06-08,2026-06-08,Surfer SEO,0,Broken,1152,53.65,1,False,False,True,True,False,True,broken links detected
pricing/zapier,D:\AFFILATE BOT\site_output\pricing\zapier\index.html,Zapier Pricing Guide,pricing,2026-07-06,2026-07-06,2026-07-06,zapier,0,Broken,2107,55.84,1,False,False,False,True,False,False,broken links detected
privacy,D:\AFFILATE BOT\site_output\privacy\index.html,Privacy Policy,general,2026-06-02,2026-06-02,2026-06-02,,0,Broken,767,52.42,1,False,False,True,False,False,True,broken links detected
privacy-policy,D:\AFFILATE BOT\site_output\privacy-policy\index.html,Privacy Policy,general,2026-06-02,2026-06-02,2026-06-02,,0,Broken,648,49.3,1,False,False,True,False,False,True,broken links detected
reclaim-ai,D:\AFFILATE BOT\site_output\reclaim-ai\index.html,Reclaim AI Review,general,2026-06-02,2026-06-02,2026-06-02,reclaim-ai; Reclaim AI,0,Broken,2131,57.2,1,False,False,False,False,False,True,broken links detected
replit,D:\AFFILATE BOT\site_output\replit\index.html,Replit Review,general,2026-06-02,2026-06-02,2026-06-02,replit,0,Broken,2065,58.08,1,False,False,False,False,False,True,broken links detected
review/activecampaign,D:\AFFILATE BOT\site_output\review\activecampaign\index.html,ActiveCampaign Review for Email Marketing Buyers,review,2026-06-14,2026-06-14,2026-06-14,activecampaign,0,Broken,2820,54.81,1,False,False,False,False,False,False,broken links detected
review/adcreative-ai,D:\AFFILATE BOT\site_output\review\adcreative-ai\index.html,AdCreative AI Review for Marketing Buyers,review,2026-06-14,2026-06-14,2026-06-14,adcreative-ai; AdCreative AI,0,Broken,2850,54.79,1,False,False,False,False,False,False,broken links detected
review/adcreative-ai-review-2026,D:\AFFILATE BOT\site_output\review\adcreative-ai-review-2026\index.html,AdCreative.ai Review 2026,review,2026-06-11,2026-06-11,2026-06-11,,0,Broken,2548,57.29,1,False,False,True,False,False,False,broken links detected
review/ahrefs-ai,D:\AFFILATE BOT\site_output\review\ahrefs-ai\index.html,Ahrefs AI Review for AI SEO Buyers,review,2026-06-14,2026-06-14,2026-06-14,ahrefs-ai; Ahrefs AI; Ahrefs,0,Broken,2850,56.08,1,False,False,False,False,False,False,broken links detected
review/bolt,D:\AFFILATE BOT\site_output\review\bolt\index.html,Bolt Review for AI App Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,bolt,0,Broken,3266,55.39,1,False,False,False,False,False,False,broken links detected
review/canva,D:\AFFILATE BOT\site_output\review\canva\index.html,Canva Review for AI Design Buyers,review,2026-06-14,2026-06-14,2026-06-14,canva,0,Broken,2805,56.33,1,False,False,False,False,False,False,broken links detected
review/chatgpt,D:\AFFILATE BOT\site_output\review\chatgpt\index.html,ChatGPT Review for AI Assistant Buyers,review,2026-06-14,2026-06-14,2026-06-14,chatgpt,0,Broken,2837,54.95,1,False,False,False,False,False,False,broken links detected
review/claude,D:\AFFILATE BOT\site_output\review\claude\index.html,Claude Review for AI Assistant Buyers,review,2026-06-14,2026-06-14,2026-06-14,claude,0,Broken,2810,55.61,1,False,False,False,False,False,False,broken links detected
review/copy-ai,D:\AFFILATE BOT\site_output\review\copy-ai\index.html,Copy.ai Review for AI Writing Buyers,review,2026-06-14,2026-06-14,2026-06-14,copy-ai; Copy.ai,0,Broken,2785,61.59,1,False,False,False,False,False,False,broken links detected
review/cursor,D:\AFFILATE BOT\site_output\review\cursor\index.html,Cursor Review for AI Coding Buyers,review,2026-06-14,2026-06-14,2026-06-14,cursor,0,Broken,3279,56.72,1,False,False,False,False,False,False,broken links detected
review/descript,D:\AFFILATE BOT\site_output\review\descript\index.html,Descript Review for AI Video Buyers,review,2026-06-14,2026-06-14,2026-06-14,descript,0,Broken,2755,55.42,1,False,False,False,False,False,False,broken links detected
review/durable,D:\AFFILATE BOT\site_output\review\durable\index.html,Durable Review for Website Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,durable,0,Broken,2774,54.77,1,False,False,False,False,False,False,broken links detected
review/durable-ai-review-2026,D:\AFFILATE BOT\site_output\review\durable-ai-review-2026\index.html,Durable AI Website Builder Review 2026,review,2026-06-11,2026-06-11,2026-06-11,Durable,0,Broken,2650,47.68,1,False,False,True,False,False,False,broken links detected
review/elevenlabs,D:\AFFILATE BOT\site_output\review\elevenlabs\index.html,ElevenLabs Review for AI Voice Buyers,review,2026-06-14,2026-06-14,2026-06-14,elevenlabs,0,Broken,2768,55.31,1,False,False,False,False,False,False,broken links detected
review/framer,D:\AFFILATE BOT\site_output\review\framer\index.html,Framer Review for Website Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,framer,0,Broken,2774,55.63,1,False,False,False,False,False,False,broken links detected
review/frase,D:\AFFILATE BOT\site_output\review\frase\index.html,Frase Review for AI SEO Buyers,review,2026-06-14,2026-06-14,2026-06-14,frase,0,Broken,2786,56.22,1,False,False,False,False,False,False,broken links detected
review/gamma,D:\AFFILATE BOT\site_output\review\gamma\index.html,Gamma Review for AI Productivity Buyers,review,2026-06-14,2026-06-14,2026-06-14,gamma,0,Broken,2761,56.13,1,False,False,False,False,False,False,broken links detected
review/gemini,D:\AFFILATE BOT\site_output\review\gemini\index.html,Gemini Review for AI Assistant Buyers,review,2026-06-14,2026-06-14,2026-06-14,gemini,0,Broken,2815,55.31,1,False,False,False,False,False,False,broken links detected
review/github-copilot,D:\AFFILATE BOT\site_output\review\github-copilot\index.html,GitHub Copilot Review for AI Coding Buyers,review,2026-06-14,2026-06-14,2026-06-14,github-copilot; GitHub Copilot,0,Broken,3299,55.36,1,False,False,False,False,False,False,broken links detected
review/hubspot,D:\AFFILATE BOT\site_output\review\hubspot\index.html,HubSpot Review for CRM Buyers,review,2026-06-14,2026-06-14,2026-06-14,hubspot,0,Broken,2765,55.04,1,False,False,False,False,False,False,broken links detected
review/jasper,D:\AFFILATE BOT\site_output\review\jasper\index.html,Jasper Review for AI Writing Buyers,review,2026-06-14,2026-06-14,2026-06-14,jasper,0,Broken,2745,56.89,1,False,False,False,False,False,True,broken links detected
review/jasper-ai,D:\AFFILATE BOT\site_output\review\jasper-ai\index.html,Jasper AI Review for AI Writing Buyers,review,2026-06-14,2026-06-14,2026-06-14,jasper-ai; Jasper AI; Jasper,0,Broken,2785,56.82,1,False,False,False,False,False,True,broken links detected
review/lovable,D:\AFFILATE BOT\site_output\review\lovable\index.html,Lovable Review for AI App Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,lovable,0,Broken,3256,54.47,1,False,False,False,False,False,False,broken links detected
review/make,D:\AFFILATE BOT\site_output\review\make\index.html,Make Review for Automation Buyers,review,2026-06-14,2026-06-14,2026-06-14,make,0,Broken,2735,56.02,1,False,False,False,False,False,False,broken links detected
review/midjourney,D:\AFFILATE BOT\site_output\review\midjourney\index.html,Midjourney Review for AI Image Buyers,review,2026-06-14,2026-06-14,2026-06-14,midjourney,0,Broken,2795,55.36,1,False,False,False,False,False,False,broken links detected
review/notion,D:\AFFILATE BOT\site_output\review\notion\index.html,Notion Review for Productivity Buyers,review,2026-06-14,2026-06-14,2026-06-14,notion,0,Broken,2750,56.13,1,False,False,False,False,False,True,broken links detected
review/notion-ai,D:\AFFILATE BOT\site_output\review\notion-ai\index.html,Notion AI Review for AI Productivity Buyers,review,2026-06-14,2026-06-14,2026-06-14,notion-ai; Notion; Notion AI,0,Broken,2798,56.06,1,False,False,False,False,False,True,broken links detected
review/perplexity,D:\AFFILATE BOT\site_output\review\perplexity\index.html,Perplexity Review for AI Search Buyers,review,2026-06-14,2026-06-14,2026-06-14,perplexity,0,Broken,2771,54.87,1,False,False,False,False,False,False,broken links detected
review/pipedrive,D:\AFFILATE BOT\site_output\review\pipedrive\index.html,Pipedrive Review for CRM Buyers,review,2026-06-14,2026-06-14,2026-06-14,pipedrive,0,Broken,2765,55.02,1,False,False,False,False,False,True,broken links detected
review/pipedrive-crm,D:\AFFILATE BOT\site_output\review\pipedrive-crm\index.html,Pipedrive CRM Review for CRM Buyers,review,2026-06-14,2026-06-14,2026-06-14,pipedrive-crm; Pipedrive CRM; Pipedrive,0,Broken,2805,54.95,1,False,False,False,False,False,True,broken links detected
review/reclaim-ai,D:\AFFILATE BOT\site_output\review\reclaim-ai\index.html,Reclaim AI Review for AI Meeting Buyers,review,2026-06-14,2026-06-14,2026-06-14,reclaim-ai; Reclaim AI,0,Broken,2806,55.12,1,False,False,False,False,False,False,broken links detected
review/replit,D:\AFFILATE BOT\site_output\review\replit\index.html,Replit Review for Cloud Development Buyers,review,2026-06-14,2026-06-14,2026-06-14,replit,0,Broken,3224,55.75,1,False,False,False,False,False,False,broken links detected
review/runway,D:\AFFILATE BOT\site_output\review\runway\index.html,Runway Review for AI Video Buyers,review,2026-06-14,2026-06-14,2026-06-14,runway,0,Broken,2755,56.29,1,False,False,False,False,False,False,broken links detected
review/semrush,D:\AFFILATE BOT\site_output\review\semrush\index.html,Semrush Review for AI SEO Buyers,review,2026-06-14,2026-06-14,2026-06-14,semrush,0,Broken,2779,55.43,1,False,False,False,False,False,True,broken links detected
review/semrush-ai,D:\AFFILATE BOT\site_output\review\semrush-ai\index.html,Semrush AI Review for AI SEO Buyers,review,2026-06-14,2026-06-14,2026-06-14,semrush-ai; Semrush; Semrush AI,0,Broken,2826,55.42,1,False,False,False,False,False,True,broken links detected
review/surfer-seo,D:\AFFILATE BOT\site_output\review\surfer-seo\index.html,Surfer SEO Review for AI SEO Buyers,review,2026-06-14,2026-06-14,2026-06-14,surfer-seo; Surfer SEO,0,Broken,2840,56.35,1,False,False,False,False,False,False,broken links detected
review/surfer-seo-review-2026,D:\AFFILATE BOT\site_output\review\surfer-seo-review-2026\index.html,"Surfer SEO Review 2026: Pricing, Pros, Cons & Best Alternatives",review,2026-06-12,2026-06-12,2026-06-12,Surfer SEO,0,Broken,2460,52.1,1,False,False,True,True,False,False,broken links detected
review/synthesia,D:\AFFILATE BOT\site_output\review\synthesia\index.html,Synthesia Review for AI Video Buyers,review,2026-06-14,2026-06-14,2026-06-14,synthesia,0,Broken,2755,55.42,1,False,False,False,False,False,False,broken links detected
review/webflow,D:\AFFILATE BOT\site_output\review\webflow\index.html,Webflow Review for Website Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,webflow,0,Broken,2774,54.77,1,False,False,False,False,False,True,broken links detected
review/webflow-ai,D:\AFFILATE BOT\site_output\review\webflow-ai\index.html,Webflow AI Review for Website Builder Buyers,review,2026-06-14,2026-06-14,2026-06-14,webflow-ai; Webflow AI; Webflow,0,Broken,2814,54.72,1,False,False,False,False,False,True,broken links detected
review/windsurf,D:\AFFILATE BOT\site_output\review\windsurf\index.html,Windsurf Review for AI Coding Buyers,review,2026-06-14,2026-06-14,2026-06-14,windsurf,0,Broken,3258,55.58,1,False,False,False,False,False,False,broken links detected
review/windsurf-review-2026,D:\AFFILATE BOT\site_output\review\windsurf-review-2026\index.html,Windsurf Review 2026,review,2026-06-11,2026-06-11,2026-06-11,Windsurf,0,Broken,2460,51.76,1,False,False,True,False,False,True,broken links detected
review/zapier,D:\AFFILATE BOT\site_output\review\zapier\index.html,Zapier Review for Automation Buyers,review,2026-06-14,2026-06-14,2026-06-14,zapier,0,Broken,2738,55.95,1,False,False,False,False,False,False,broken links detected
